"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"12/11/2012","AQS","360010005","2","3.7","ug/m3 LC","15","ALBANY COUNTY HEALTH DEPT","1","100.0000","88101","PM2.5 - Local Conditions","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"12/14/2012","AQS","360010005","2","15.5","ug/m3 LC","58","ALBANY COUNTY HEALTH DEPT","1","100.0000","88101","PM2.5 - Local Conditions","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"12/17/2012","AQS","360010005","2","8.5","ug/m3 LC","35","ALBANY COUNTY HEALTH DEPT","1","100.0000","88101","PM2.5 - Local Conditions","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"12/20/2012","AQS","360010005","2","3.4","ug/m3 LC","14","ALBANY COUNTY HEALTH DEPT","1","100.0000","88101","PM2.5 - Local Conditions","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"12/23/2012","AQS","360010005","2","4.2","ug/m3 LC","18","ALBANY COUNTY HEALTH DEPT","1","100.0000","88101","PM2.5 - Local Conditions","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"12/26/2012","AQS","360010005","2","7.5","ug/m3 LC","31","ALBANY COUNTY HEALTH DEPT","1","100.0000","88101","PM2.5 - Local Conditions","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"12/29/2012","AQS","360010005","2","9.7","ug/m3 LC","40","ALBANY COUNTY HEALTH DEPT","1","100.0000","88101","PM2.5 - Local Conditions","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/01/2012","AQS","360010005","3","9.8","ug/m3 LC","41","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/02/2012","AQS","360010005","3","6.6","ug/m3 LC","28","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/03/2012","AQS","360010005","3","9.2","ug/m3 LC","38","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/04/2012","AQS","360010005","3","10.4","ug/m3 LC","43","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/05/2012","AQS","360010005","3","12.3","ug/m3 LC","51","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/06/2012","AQS","360010005","3","17.3","ug/m3 LC","62","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/07/2012","AQS","360010005","3","20.7","ug/m3 LC","69","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/08/2012","AQS","360010005","3","6.6","ug/m3 LC","28","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/09/2012","AQS","360010005","3","9.8","ug/m3 LC","41","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/10/2012","AQS","360010005","3","11","ug/m3 LC","46","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/11/2012","AQS","360010005","3","9.8","ug/m3 LC","41","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/12/2012","AQS","360010005","3","7.8","ug/m3 LC","33","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/13/2012","AQS","360010005","3","7.4","ug/m3 LC","31","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/14/2012","AQS","360010005","3","7.3","ug/m3 LC","30","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/15/2012","AQS","360010005","3","6.8","ug/m3 LC","28","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/16/2012","AQS","360010005","3","8.8","ug/m3 LC","37","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/17/2012","AQS","360010005","3","13.1","ug/m3 LC","53","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/18/2012","AQS","360010005","3","7.6","ug/m3 LC","32","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/21/2012","AQS","360010005","3","7.6","ug/m3 LC","32","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/22/2012","AQS","360010005","3","13.8","ug/m3 LC","55","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/23/2012","AQS","360010005","3","7.8","ug/m3 LC","33","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/24/2012","AQS","360010005","3","10.4","ug/m3 LC","43","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/25/2012","AQS","360010005","3","7.9","ug/m3 LC","33","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/26/2012","AQS","360010005","3","10.6","ug/m3 LC","44","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/27/2012","AQS","360010005","3","6.6","ug/m3 LC","28","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/28/2012","AQS","360010005","3","6.8","ug/m3 LC","28","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/29/2012","AQS","360010005","3","6.9","ug/m3 LC","29","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/30/2012","AQS","360010005","3","7.9","ug/m3 LC","33","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"01/31/2012","AQS","360010005","3","11.4","ug/m3 LC","48","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/01/2012","AQS","360010005","3","12.5","ug/m3 LC","52","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/02/2012","AQS","360010005","3","9.5","ug/m3 LC","40","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/03/2012","AQS","360010005","3","7.7","ug/m3 LC","32","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/04/2012","AQS","360010005","3","6.9","ug/m3 LC","29","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/05/2012","AQS","360010005","3","6.7","ug/m3 LC","28","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/06/2012","AQS","360010005","3","11.9","ug/m3 LC","50","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/07/2012","AQS","360010005","3","10","ug/m3 LC","42","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/08/2012","AQS","360010005","3","7.1","ug/m3 LC","30","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/09/2012","AQS","360010005","3","10","ug/m3 LC","42","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/10/2012","AQS","360010005","3","13.1","ug/m3 LC","53","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/11/2012","AQS","360010005","3","10.4","ug/m3 LC","43","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/12/2012","AQS","360010005","3","5.1","ug/m3 LC","21","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/13/2012","AQS","360010005","3","8.1","ug/m3 LC","34","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/14/2012","AQS","360010005","3","14.4","ug/m3 LC","56","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/15/2012","AQS","360010005","3","14.6","ug/m3 LC","56","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/16/2012","AQS","360010005","3","13.1","ug/m3 LC","53","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/17/2012","AQS","360010005","3","8.5","ug/m3 LC","35","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/18/2012","AQS","360010005","3","6.4","ug/m3 LC","27","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/19/2012","AQS","360010005","3","5.1","ug/m3 LC","21","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/20/2012","AQS","360010005","3","6.4","ug/m3 LC","27","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/21/2012","AQS","360010005","3","7","ug/m3 LC","29","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/22/2012","AQS","360010005","3","6","ug/m3 LC","25","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/23/2012","AQS","360010005","3","8.6","ug/m3 LC","36","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/24/2012","AQS","360010005","3","7.9","ug/m3 LC","33","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/25/2012","AQS","360010005","3","5.9","ug/m3 LC","25","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/26/2012","AQS","360010005","3","5.1","ug/m3 LC","21","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/27/2012","AQS","360010005","3","10.6","ug/m3 LC","44","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/28/2012","AQS","360010005","3","7.6","ug/m3 LC","32","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"02/29/2012","AQS","360010005","3","8.1","ug/m3 LC","34","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/01/2012","AQS","360010005","3","5.6","ug/m3 LC","23","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/02/2012","AQS","360010005","3","5.7","ug/m3 LC","24","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/03/2012","AQS","360010005","3","4","ug/m3 LC","17","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/04/2012","AQS","360010005","3","6.3","ug/m3 LC","26","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/05/2012","AQS","360010005","3","6.6","ug/m3 LC","28","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/06/2012","AQS","360010005","3","6.3","ug/m3 LC","26","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/07/2012","AQS","360010005","3","10","ug/m3 LC","42","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/08/2012","AQS","360010005","3","9.9","ug/m3 LC","41","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/09/2012","AQS","360010005","3","3.9","ug/m3 LC","16","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/10/2012","AQS","360010005","3","5","ug/m3 LC","21","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/11/2012","AQS","360010005","3","8.4","ug/m3 LC","35","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/12/2012","AQS","360010005","3","14.1","ug/m3 LC","55","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/13/2012","AQS","360010005","3","12.7","ug/m3 LC","52","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/14/2012","AQS","360010005","3","7.1","ug/m3 LC","30","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/15/2012","AQS","360010005","3","9","ug/m3 LC","38","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/16/2012","AQS","360010005","3","5.5","ug/m3 LC","23","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/17/2012","AQS","360010005","3","6.9","ug/m3 LC","29","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/18/2012","AQS","360010005","3","11.6","ug/m3 LC","48","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/19/2012","AQS","360010005","3","17.3","ug/m3 LC","62","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/20/2012","AQS","360010005","3","11.8","ug/m3 LC","49","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/21/2012","AQS","360010005","3","6.3","ug/m3 LC","26","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/22/2012","AQS","360010005","3","9.4","ug/m3 LC","39","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/23/2012","AQS","360010005","3","5.6","ug/m3 LC","23","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/24/2012","AQS","360010005","3","3.6","ug/m3 LC","15","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/25/2012","AQS","360010005","3","5.1","ug/m3 LC","21","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/26/2012","AQS","360010005","3","4.8","ug/m3 LC","20","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/27/2012","AQS","360010005","3","3.9","ug/m3 LC","16","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/28/2012","AQS","360010005","3","5.5","ug/m3 LC","23","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/29/2012","AQS","360010005","3","4.2","ug/m3 LC","18","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/30/2012","AQS","360010005","3","2.5","ug/m3 LC","10","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"03/31/2012","AQS","360010005","3","4","ug/m3 LC","17","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"04/01/2012","AQS","360010005","3","5.6","ug/m3 LC","23","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"04/02/2012","AQS","360010005","3","3.1","ug/m3 LC","13","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"04/03/2012","AQS","360010005","3","2.6","ug/m3 LC","11","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"04/04/2012","AQS","360010005","3","3.3","ug/m3 LC","14","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"04/05/2012","AQS","360010005","3","1.8","ug/m3 LC","8","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"04/06/2012","AQS","360010005","3","2.4","ug/m3 LC","10","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"04/07/2012","AQS","360010005","3","2.3","ug/m3 LC","10","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"04/08/2012","AQS","360010005","3","2.4","ug/m3 LC","10","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"04/09/2012","AQS","360010005","3","4.5","ug/m3 LC","19","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"04/10/2012","AQS","360010005","3","4.8","ug/m3 LC","20","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
"04/11/2012","AQS","360010005","3","2.3","ug/m3 LC","10","ALBANY COUNTY HEALTH DEPT","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","10580","Albany-Schenectady-Troy, NY","36","New York","001","Albany","42.64225","-73.75464"
